0.000000 0.000000 0.000000
0.020000 0.000000 0.000000
0.040000 0.000000 0.000000
0.060000 0.000000 0.000000
0.080000 0.000000 0.000000
0.100000 0.000000 0.000000
0.120000 0.000000 0.000000
0.140000 0.000000 0.000000
0.160000 0.000000 0.000000
0.180000 0.000000 0.000000
0.200000 0.000000 0.000000
0.220000 0.000000 0.000000
0.240000 0.000000 0.000000
0.260000 0.000000 0.000000
0.280000 0.000000 0.000000
0.300000 0.000000 0.000000
0.320000 0.000000 0.000000
0.340000 0.000000 0.000000
0.360000 0.000000 0.000000
0.380000 0.000000 0.000000
0.400000 0.000000 0.000000
0.420000 0.000000 0.000000
0.440000 0.000000 0.000000
0.460000 0.000000 0.000000
0.480000 0.000000 0.000000
0.500000 0.000000 0.000000
0.520000 0.000000 0.000000
0.540000 0.000000 0.000000
0.560000 0.000000 0.000000
0.580000 0.000000 0.000000
0.600000 0.000000 0.000000
0.620000 0.000000 0.000000
0.640000 0.000000 0.000000
0.660000 0.000000 0.000000
0.680000 0.000000 0.000000
0.700000 0.000000 0.000000
0.720000 0.000000 0.000000
0.740000 0.000000 0.000000
0.760000 0.000000 0.000000
0.780000 0.000000 0.000000
0.800000 0.000000 0.000000
0.820000 0.000000 0.000000
0.840000 0.000000 0.000000
0.860000 0.000000 0.000000
0.880000 0.000000 0.000000
0.900000 0.000000 0.000000
0.920000 0.000000 0.000000
0.940000 0.000000 0.000000
0.960000 0.000000 0.000000
0.980000 0.000000 0.000000
1.000000 0.000000 0.000000
1.020000 0.000000 0.000000
1.040000 0.000000 0.000000
1.060000 0.000000 0.000000
1.080000 0.000000 0.000000
1.100000 0.000000 0.000000
1.120000 0.000000 0.000000
1.140000 0.000000 0.000000
1.160000 0.000000 0.000000
1.180000 0.000000 0.000000
1.200000 0.000000 0.000000
1.220000 0.000000 0.000000
1.240000 0.000000 0.000000
1.260000 0.000000 0.000000
1.280000 0.000000 0.000000
1.300000 0.000000 0.000000
1.320000 0.000000 0.000000
1.340000 0.000000 0.000000
1.360000 0.000000 0.000000
1.380000 0.000000 0.000000
1.400000 0.000000 0.000000
1.420000 0.000000 0.000000
1.440000 0.000000 0.000000
1.460000 0.000000 0.000000
1.480000 0.000000 0.000000
1.500000 0.000000 0.000000
1.520000 0.000000 0.000000
1.540000 0.000000 0.000000
1.560000 0.000000 0.000000
1.580000 0.000000 0.000000
1.600000 0.000000 0.000000
1.620000 0.000000 0.000000
1.640000 0.000000 0.000000
1.660000 0.000000 0.000000
1.680000 0.000000 0.000000
1.700000 0.000000 0.000000
1.720000 0.000000 0.000000
1.740000 0.000000 0.000000
1.760000 0.000011 0.000000
1.780000 0.000000 0.000000
1.800000 0.000010 0.000001
1.820000 0.000041 0.000002
1.840000 0.000020 0.000002
1.860000 0.000019 0.000003
1.880000 0.000038 0.000004
1.900000 0.000065 0.000006
1.920000 0.000064 0.000008
1.940000 0.000063 0.000010
1.960000 0.000228 0.000017
1.980000 0.000180 0.000023
2.000000 0.000202 0.000030
2.020000 0.000231 0.000038
2.040000 0.000461 0.000054
2.060000 0.000452 0.000070
2.080000 0.000606 0.000092
2.100000 0.000747 0.000120
2.120000 0.001137 0.000163
2.140000 0.000888 0.000197
2.160000 0.001355 0.000250
2.180000 0.001627 0.000315
2.200000 0.001952 0.000394
2.220000 0.002627 0.000503
2.240000 0.003384 0.000646
2.260000 0.003858 0.000811
2.280000 0.004405 0.001004
2.300000 0.005403 0.001244
2.320000 0.006810 0.001552
2.340000 0.007891 0.001915
2.360000 0.010083 0.002387
2.380000 0.011832 0.002950
2.400000 0.014332 0.003643
2.420000 0.017559 0.004507
2.440000 0.021017 0.005558
2.460000 0.024366 0.006797
2.480000 0.029081 0.008300
2.500000 0.034138 0.010092
2.520000 0.041022 0.012281
2.540000 0.049046 0.014939
2.560000 0.056678 0.018060
2.580000 0.067133 0.021814
2.600000 0.078913 0.026296
2.620000 0.092546 0.031633
2.640000 0.108909 0.038010
2.660000 0.129010 0.045679
2.680000 0.149513 0.054701
2.700000 0.174729 0.065402
